filename,dvids_photo_id,title,date_taken,location,original_resolution,photographer_or_credit,page_status,source_url,curation_note
dvids_7881486.jpg,7881486,EODMU-5 HMMWV Off-Road Training,2023-06-22,"SANTA RITA, GU",3974x2654,Photo by Chief Petty Officer Chad Butler,PUBLIC DOMAIN,https://www.dvidshub.net/image/7881486/eodmu-5-hmmwv-off-road-training,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A tan/desert-colored military HMMWV (Humvee) marked with the number '5' is moving at speed across an open, rocky terrain with green vegetation and trees in the background. The image was captured using a panning technique, resulting in motion blur on the background while the vehicle remains relatively sharp. Lighting suggests either early morning or late afternoon with visible sun flare from the left side. Review subject prominence, occlusion, and view angle before labeling."
dvids_7881485.jpg,7881485,EODMU-5 HMMWV Off-Road Training,2023-06-22,"SANTA RITA, AL, GU",3974x2654,Photo by Chief Petty Officer Chad Butler,PUBLIC DOMAIN,https://www.dvidshub.net/image/7881485/eodmu-5-hmmwv-off-road-training,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A tan/desert-colored military HMMWV (Humvee) marked with the number '5' is captured in motion using a panning photography technique, creating motion blur in the background. The vehicle is traveling along a dirt/gravel trail surrounded by dense green vegetation. The image was taken during golden hour, with sunlight visible through the tree line in the background. Review subject prominence, occlusion, and view angle before labeling."
dvids_1343636.jpg,1343636,Reserve Soldiers conduct off-road driver training,2014-05-14,"ELWOOD, ILLINOIS, US",6018x3988,Photo by Sgt. 1st Class Michel Sauret,PUBLIC DOMAIN,https://www.dvidshub.net/image/1343636/reserve-soldiers-conduct-off-road-driver-training,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (Humvee) in woodland camouflage pattern is captured in motion traveling along a gravel dirt road. The image uses a panning photography technique, keeping the vehicle relatively sharp while the background trees and grass are motion-blurred, conveying a strong sense of speed. The vehicle appears to be in operational condition with antennas, a spare tire mounted on the rear, and canvas/hard-top configuration. Review subject prominence, occlusion, and view angle before labeling."
dvids_1343645.jpg,1343645,Reserve Soldiers conduct off-road driver training,2014-05-14,"ELWOOD, ILLINOIS, US",5939x4040,Photo by Sgt. 1st Class Michel Sauret,PUBLIC DOMAIN,https://www.dvidshub.net/image/1343645/reserve-soldiers-conduct-off-road-driver-training,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (High Mobility Multipurpose Wheeled Vehicle), commonly known as a Humvee, is photographed in motion on a dirt/gravel road. The vehicle displays standard woodland camouflage paint scheme and is equipped with radio antennas. The image uses motion blur (panning technique) to convey speed and movement against a green, tree-lined background. Review subject prominence, occlusion, and view angle before labeling."
dvids_1343656.jpg,1343656,Reserve Soldiers conduct off-road driver training,2014-05-14,"ELWOOD, ILLINOIS, US",6006x3996,Photo by Sgt. 1st Class Michel Sauret,PUBLIC DOMAIN,https://www.dvidshub.net/image/1343656/reserve-soldiers-conduct-off-road-driver-training,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (Humvee) in camouflage paint is driving at speed through a muddy off-road trail, generating large splashes of muddy water on both sides. The vehicle is viewed from the rear and is traveling away from the camera through a wooded, green environment. The image captures dynamic motion with significant mud spray, suggesting active field training or exercise conditions."
dvids_82421.jpg,82421,U.S. Army transfers Humvees to ISF,2008-03-18,"TAJI, IQ",1863x1250,Photo by Sgt. Andrea Merritt,PUBLIC DOMAIN,https://www.dvidshub.net/image/82421/us-army-transfers-humvees-isf,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A camouflaged military HMMWV (Humvee) bearing Iraqi flag markings and the number '24' is parked on a dirt parade ground at what appears to be an Iraqi Army base. A soldier in desert camouflage uniform stands at attention or saluting nearby. The scene includes modular barracks buildings, trees, and an Iraqi national flag flying on a flagpole in the background. Review subject prominence, occlusion, and view angle before labeling."
dvids_3496455.jpg,3496455,Soldiers Drive Humvee to Range,2017-06-17,"FORT DRUM, NEW YORK, US",3000x2000,Photo by Spc. Avery Cunningham,PUBLIC DOMAIN,https://www.dvidshub.net/image/3496455/soldiers-drive-humvee-range,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (Humvee) is parked on a gravel surface with a soldier manning a mounted weapon system in the turret position. The vehicle is painted in olive drab/camouflage coloring and appears to be configured for combat operations. The setting appears to be a training area or staging ground surrounded by dense green forest. Review subject prominence, occlusion, and view angle before labeling."
dvids_6845.jpg,6845,A Humvee drives out of a trail,2005-05-31,"AD DULUIYAH, IQ",3008x1960,,PUBLIC DOMAIN,https://www.dvidshub.net/image/6845/humvee-drives-out-trail,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A tan/desert-camouflaged HMMWV (Humvee) military vehicle is moving along a sandy dirt path flanked by green vegetation and trees. A soldier is visible in the turret position atop the vehicle, manning what appears to be a crew-served weapon. The vehicle shows signs of heavy use with visible mud and dust accumulation, consistent with active field operations. Review subject prominence, occlusion, and view angle before labeling."
dvids_71003.jpg,71003,Marine Humvee Driving Safety Program,2007-12-15,"AL ASAD, IQ",3000x2400,Photo by Staff Sgt. Andrew Pendracki,PUBLIC DOMAIN,https://www.dvidshub.net/image/71003/marine-humvee-driving-safety-program,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A tan/desert-camouflaged military HMMWV (Humvee) is positioned on an elevated dirt berm or ridge overlooking a settlement surrounded by palm trees in an arid environment. The vehicle is equipped with multiple antennas, a dome-shaped sensor or communications device on a mast, and gear strapped to its roof. The background shows a dusty, hazy landscape consistent with Middle Eastern terrain. Review subject prominence, occlusion, and view angle before labeling."
dvids_71005.jpg,71005,Marine Humvee Driving Safety Program,2007-12-15,"AL ASAD, IQ",3000x2400,Photo by Staff Sgt. Andrew Pendracki,PUBLIC DOMAIN,https://www.dvidshub.net/image/71005/marine-humvee-driving-safety-program,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A desert-camouflaged military HMMWV (Humvee) is traversing arid, sandy terrain while kicking up dust. A soldier in camouflage uniform stands nearby filming or photographing the vehicle with a camera. The setting appears to be a desert environment, likely a training exercise or operational documentation. Review subject prominence, occlusion, and view angle before labeling."
dvids_208824.jpg,208824,Humvee Training,2009-09-29,"FORWARD OPERATING BASE LIGHTNING, AF",2932x2094,Photo by Tech. Sgt. Patrick Hyde,PUBLIC DOMAIN,https://www.dvidshub.net/image/208824/humvee-training,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (Humvee) is positioned on a gravel surface surrounded by numerous orange traffic cones, suggesting a driver training or obstacle course exercise. The vehicle appears to be in a desert or arid environment with mountains visible in the background. Utility poles with power lines and what appears to be a barbed wire perimeter fence are also visible. Review subject prominence, occlusion, and view angle before labeling."
dvids_1318043.jpg,1318043,Humvee in action,2014-04-23,"FORT HOOD, TEXAS, US",4191x2419,Photo by Sgt. Ken Scar,PUBLIC DOMAIN,https://www.dvidshub.net/image/1318043/humvee-action,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military Humvee (HMMWV) is driving at high speed through a muddy water crossing, generating massive mud and water spray on both sides of the vehicle. The vehicle is heavily coated in mud and its headlights are illuminated. The scene appears to be an off-road training or operational environment."
dvids_1318055.jpg,1318055,Humvee in action,2014-04-23,"FORT HOOD, TEXAS, US",3805x2389,Photo by Sgt. Ken Scar,PUBLIC DOMAIN,https://www.dvidshub.net/image/1318055/humvee-action,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A tan/desert-camouflage military HMMWV (Humvee) is traveling at high speed across a dirt terrain, kicking up significant dust and mud. The vehicle appears to be in active use during a training exercise or field operation. Motion blur and dust clouds indicate rapid movement across what appears to be a flat, open landscape."
dvids_1458186.jpg,1458186,Fording with a Humvee!,2014-07-18,"GRAFENWOEHR TRAINING AREA, BAYERN, DE",4288x2848,Photo by Master Sgt. Andrew Moseley,PUBLIC DOMAIN,https://www.dvidshub.net/image/1458186/fording-with-humvee,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (Humvee) in camouflage paint is driving through a deep, fast-moving muddy water crossing on what appears to be an off-road training course. The vehicle is generating a large wave of brown, turbulent water as it pushes through the obstacle. The scene is captured from a low angle, emphasizing the force and volume of the water displacement."
dvids_23730.jpg,23730,humvee licensing course,2006-06-16,"FALLUJAH, IQ",3504x2336,Photo by Gunnery Sgt. Mark Oliva,PUBLIC DOMAIN,https://www.dvidshub.net/image/23730/humvee-licensing-course,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (Humvee) bearing what appears to be an Iraqi flag insignia on its door is traveling at speed along a dusty dirt road in an arid desert environment. The vehicle displays a tan and brown camouflage pattern and is kicking up dust as it moves. At least one additional military vehicle is visible in the background following the same route. Review subject prominence, occlusion, and view angle before labeling."
dvids_3797131.jpg,3797131,HUMVEE Obstacle Course Training,2017-09-20,"FORT CAMPBELL, KENTUCKY, US",4474x2983,Photo by Sgt. Marcus Floyd,PUBLIC DOMAIN,https://www.dvidshub.net/image/3797131/humvee-obstacle-course-training,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (Humvee) in woodland camouflage pattern is navigating a muddy off-road terrain course, with its front-left wheel elevated indicating uneven ground. A soldier in military uniform stands on an elevated dirt berm in the background, apparently observing or supervising the vehicle maneuver. The setting appears to be a military training area with gravel, mud, and surrounding tree line. Review subject prominence, occlusion, and view angle before labeling."
dvids_3797126.jpg,3797126,HUMVEE Obstacle Course Training,2017-09-20,"FORT CAMPBELL, KENTUCKY, US",4231x2821,Photo by Sgt. Marcus Floyd,PUBLIC DOMAIN,https://www.dvidshub.net/image/3797126/humvee-obstacle-course-training,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (High Mobility Multipurpose Wheeled Vehicle), commonly known as a Humvee, is navigating a steep incline on what appears to be an off-road training course. The vehicle is fitted with armored doors and panels, suggesting a combat-configured variant. The setting includes a gravel and concrete ramp surrounded by trees and open terrain, consistent with a military training facility."
dvids_3797122.jpg,3797122,HUMVEE Obstacle Course Training,2017-09-20,"FORT CAMPBELL, KENTUCKY, US",2244x1496,Photo by Sgt. Marcus Floyd,PUBLIC DOMAIN,https://www.dvidshub.net/image/3797122/humvee-obstacle-course-training,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (Humvee) navigates a rugged obstacle course or training lane with its headlights on, traversing a sandy, rock-strewn surface with mounds and water-filled depressions. A soldier in camouflage uniform walks alongside the vehicle on the left. The setting appears to be a military training facility surrounded by dense tree lines. Review subject prominence, occlusion, and view angle before labeling."
dvids_3797120.jpg,3797120,HUMVEE Obstacle Course Training,2017-09-20,"FORT CAMPBELL, KENTUCKY, US",3040x2027,Photo by Sgt. Marcus Floyd,PUBLIC DOMAIN,https://www.dvidshub.net/image/3797120/humvee-obstacle-course-training,Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A tan/desert-colored military HMMWV (Humvee) is navigating a rocky off-road obstacle course during what appears to be a training exercise. The vehicle's headlights are on and it is traversing large scattered rocks on a dirt terrain. The setting appears to be a military training facility with a cleared obstacle course area surrounded by dense tree line.
dvids_3797132.jpg,3797132,HUMVEE Obstacle Course Training,2017-09-20,"FORT CAMPBELL, KENTUCKY, US",1569x1046,Photo by Sgt. Marcus Floyd,PUBLIC DOMAIN,https://www.dvidshub.net/image/3797132/humvee-obstacle-course-training,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military-style HMMWV (Humvee) is driving through a deep muddy water crossing at speed, generating large mud and water splashes on both sides of the vehicle. The vehicle is heavily coated in mud, indicating extensive off-road use prior to this moment. The setting appears to be a wooded off-road trail or military training course."
dvids_8089845.jpg,8089845,Resolute Dragon 23 FTX 3/12 HMMWV MC130J TRANSPORT,2023-10-20,"KADENA AIR BASE, OKINAWA, JP",8192x5464,Photo by Lance Cpl. Evelyn Doherty,PUBLIC DOMAIN,https://www.dvidshub.net/image/8089845/resolute-dragon-23-ftx-3-12-hmmwv-mc130j-transport,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (Humvee) in woodland camouflage paint scheme is being loaded onto or offloaded from a large military cargo aircraft via a rear loading ramp. The vehicle bears a license plate reading '620279' and is equipped with a soft canvas top cover. The scene takes place on a paved airfield tarmac, with airport infrastructure visible in the background. Review subject prominence, occlusion, and view angle before labeling."
dvids_6689635.jpg,6689635,Soldier: A Day in the Life on the Field,2021-06-09,"FORT HUNTER LIGGETT, CALIFORNIA, US",4687x3507,Photo by Spc. Christie Ann Belfort,PUBLIC DOMAIN,https://www.dvidshub.net/image/6689635/soldier-day-life-field,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military soldier in combat uniform and helmet stands beside a tan/desert-colored HMMWV (Humvee) on a dirt surface during golden hour lighting. The scene appears to be a forward operating base or field training area, with military tents visible in the background. The warm, low-angle sunlight creates strong silhouetting and atmospheric haze across the scene. Review subject prominence, occlusion, and view angle before labeling."
dvids_4120116.jpg,4120116,Field training exercise at boys scout camp,2018-02-03,"ST. CROIX, VI",5472x3648,Photo by Pfc. Leona Hendrickson,PUBLIC DOMAIN,https://www.dvidshub.net/image/4120116/field-training-exercise-boys-scout-camp,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military training exercise showing a soldier in camouflage uniform and helmet directing a HMMWV (Humvee) towing a trailer through a cone course on a grassy field. The soldier is using hand signals to guide the vehicle driver during what appears to be a backing or maneuvering exercise. The trailer is marked '861 MP DET TRL 07', indicating it belongs to a Military Police detachment. Review subject prominence, occlusion, and view angle before labeling."
dvids_4120084.jpg,4120084,Field training exercise at boys scout camp,2018-02-03,"ST. CROIX, VI",5472x3648,Photo by Pfc. Leona Hendrickson,PUBLIC DOMAIN,https://www.dvidshub.net/image/4120084/field-training-exercise-boys-scout-camp,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military training exercise is underway on an open grassy field, featuring a camouflage-painted HMMWV (Humvee) with a flatbed cargo area navigating a course marked by orange traffic cones. A soldier in full combat uniform and helmet is walking alongside the vehicle, appearing to provide hand signals or guidance to the driver. The scene is set at dusk or dawn, with a wooded hillside visible in the background. Review subject prominence, occlusion, and view angle before labeling."
dvids_4120082.jpg,4120082,Field training exercise at boys scout camp,2018-02-03,"ST. CROIX, VI",5472x3648,Photo by Pfc. Leona Hendrickson,PUBLIC DOMAIN,https://www.dvidshub.net/image/4120082/field-training-exercise-boys-scout-camp,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A U.S. Army soldier in full combat gear is directing a military HMMWV (Humvee) on a grassy field, using hand signals to guide the vehicle. The scene appears to be a training exercise, with orange traffic cones marking a course or boundary. The lighting suggests early morning or dusk conditions. Review subject prominence, occlusion, and view angle before labeling."
dvids_2887982.jpg,2887982,MWSS-274 Field Training Exercise,2016-09-21,"MCB CAMP LEJEUNE, NORTH CAROLINA, US",5760x3840,Photo by Lance Cpl. Jered Stone,PUBLIC DOMAIN,https://www.dvidshub.net/image/2887982/mwss-274-field-training-exercise,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A tan/desert-colored military HMMWV (Humvee) is positioned along a dirt road at the edge of a forested area. The vehicle is equipped with an armored turret and a mounted weapon system, with at least one soldier visible in the turret position. The setting appears to be a training environment based on the lush green surroundings inconsistent with a combat deployment zone. Review subject prominence, occlusion, and view angle before labeling."
dvids_4367023.jpg,4367023,Gryphon Soldiers receive airlift equipment preparation training during field training exercise,2018-05-07,"JOINT BASE LEWIS-MCCHORD, WASHINGTON, US",4928x3264,Photo by Staff Sgt. Christopher McCullough,PUBLIC DOMAIN,https://www.dvidshub.net/image/4367023/gryphon-soldiers-receive-airlift-equipment-preparation-training-during-field-training-exercise,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (Humvee) is being loaded or unloaded from a large U.S. Air Force cargo aircraft, likely a C-17 Globemaster III, via a rear loading ramp. A ground crew member in olive flight suit is directing the vehicle with hand signals. The scene takes place on a military airfield tarmac under partly cloudy skies. Review subject prominence, occlusion, and view angle before labeling."
dvids_4367026.jpg,4367026,Gryphon Soldiers receive airlift equipment preparation training during field training exercise,2018-05-07,"JOINT BASE LEWIS-MCCHORD, WASHINGTON, US",4928x3264,Photo by Staff Sgt. Christopher McCullough,PUBLIC DOMAIN,https://www.dvidshub.net/image/4367026/gryphon-soldiers-receive-airlift-equipment-preparation-training-during-field-training-exercise,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (Humvee) is being loaded or unloaded from a large military cargo aircraft, likely a C-17 Globemaster III, via its rear loading ramp. A crew member in olive green flight suit is standing to the right of the ramp, appearing to guide the vehicle. The scene takes place on a military airfield tarmac with other aircraft visible in the background. Review subject prominence, occlusion, and view angle before labeling."
dvids_2118925.jpg,2118925,Airmen guide Soldiers off of C-5 aircraft at Moffett Field,2015-08-04,"SUNNYVALE, CALIFORNIA, US",4288x2848,Photo by Staff Sgt. Tina Villalobos,PUBLIC DOMAIN,https://www.dvidshub.net/image/2118925/airmen-guide-soldiers-off-c-5-aircraft-moffett-field,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (Humvee) is being loaded or unloaded from a large military cargo aircraft, likely a C-17 Globemaster III or C-5 Galaxy, on an airfield tarmac. Ground crew personnel in flight suits and military uniforms are directing the vehicle and managing the loading operation. The scene depicts a standard military airlift logistics operation under clear daytime conditions. Review subject prominence, occlusion, and view angle before labeling."
dvids_2119126.jpg,2119126,Destined Soldiers conduct Humvee terrain manuever training,2015-08-11,"TAPA, EE",4288x2848,Photo by Sgt. Juana Nesbitt,PUBLIC DOMAIN,https://www.dvidshub.net/image/2119126/destined-soldiers-conduct-humvee-terrain-manuever-training,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A tan/desert-colored military HMMWV (Humvee) is driving along a dirt trail through a field of wildflowers and tall grass. The vehicle appears to be moving toward the camera on a training or operational route, with a small brick structure visible to its right. The scene takes place under a partly cloudy sky in what appears to be a temperate, rural environment."
dvids_7981100.jpg,7981100,Rough Terrain Driving Course,2023-08-19,"FORT MCCOY, WISCONSIN, US",3532x2355,Photo by Spc. Addison Shinn,PUBLIC DOMAIN,https://www.dvidshub.net/image/7981100/rough-terrain-driving-course,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A tan/desert-colored military HMMWV (Humvee) is captured in motion traveling at speed across a dirt terrain, with motion blur indicating rapid movement. The vehicle appears to be a hardened, armored variant with bolted armor plating and small armored windows. The background shows a treeline and open ground, consistent with a military training area or exercise. Review subject prominence, occlusion, and view angle before labeling."
dvids_7981099.jpg,7981099,Rough Terrain Driving Course,2023-08-19,"FORT MCCOY, WISCONSIN, US",4425x2950,Photo by Spc. Addison Shinn,PUBLIC DOMAIN,https://www.dvidshub.net/image/7981099/rough-terrain-driving-course,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A tan/desert-colored military HMMWV (Humvee) is traveling at speed across a dirt terrain, kicking up a dust cloud behind it. The vehicle appears to be a hardtop variant with armored doors and is equipped with radio antennas. The background shows a dense tree line, blurred due to the panning camera technique used to capture the motion. Review subject prominence, occlusion, and view angle before labeling."
dvids_7981098.jpg,7981098,Rough Terrain Driving Course,2023-08-19,"FORT MCCOY, WISCONSIN, US",4644x3096,Photo by Spc. Addison Shinn,PUBLIC DOMAIN,https://www.dvidshub.net/image/7981098/rough-terrain-driving-course,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A tan/desert-colored military HMMWV (High Mobility Multipurpose Wheeled Vehicle, commonly known as a Humvee) is traveling at speed across a dirt terrain, kicking up a dust cloud behind it. The vehicle appears to be an armored variant with bolted door panels and small armored windows. The background shows blurred vegetation and a clear blue sky, consistent with motion-blur photography technique. Review subject prominence, occlusion, and view angle before labeling."
dvids_7981097.jpg,7981097,Rough Terrain Driving Course,2023-08-19,"FORT MCCOY, WISCONSIN, US",5547x3698,Photo by Spc. Addison Shinn,PUBLIC DOMAIN,https://www.dvidshub.net/image/7981097/rough-terrain-driving-course,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A tan/desert-colored military HMMWV (High Mobility Multipurpose Wheeled Vehicle), commonly known as a Humvee, is navigating over rocky terrain. The vehicle appears to be in an off-road training or demonstration environment, photographed from a low angle that emphasizes its ground clearance and rugged capability. The setting includes green trees and a clear blue sky in the background. Review subject prominence, occlusion, and view angle before labeling."
dvids_7981096.jpg,7981096,Navigating the Rough Terrain Driving Course,2023-08-19,"FORT MCCOY, WISCONSIN, US",5845x3897,Photo by Spc. Addison Shinn,PUBLIC DOMAIN,https://www.dvidshub.net/image/7981096/navigating-rough-terrain-driving-course,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A tan/desert-colored military HMMWV (Humvee) is navigating a rocky off-road terrain. The vehicle bears the identifier 'PA-33' on its front bumper and displays a U.S. Army star emblem. The image is taken from a low angle, emphasizing the rugged terrain and the vehicle's ground clearance."
dvids_3754782.jpg,3754782,"106th Rescue Wing's Initial Response Force trains for rough terrain, recovery",2017-09-10,"WESTHAMPTON BEACH, NEW YORK, US",3936x2624,Photo by Airman 1st Class Daniel Farrell,PUBLIC DOMAIN,https://www.dvidshub.net/image/3754782/106th-rescue-wings-initial-response-force-trains-rough-terrain-recovery,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (Humvee) in olive drab green is traversing a sandy grass-covered dune or hillside. The vehicle is viewed from the rear-quarter angle, cresting the hill against a clear blue sky. The terrain consists of sandy soil with sparse, wind-swept grass typical of coastal dune environments."
dvids_3754788.jpg,3754788,"106th Rescue Wing's Initial Response Force trains for rough terrain, recovery",2017-09-10,"WESTHAMPTON BEACH, NEW YORK, US",3936x2624,Photo by Airman 1st Class Daniel Farrell,PUBLIC DOMAIN,https://www.dvidshub.net/image/3754788/106th-rescue-wings-initial-response-force-trains-rough-terrain-recovery,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military-style HMMWV (Humvee) in olive drab/camouflage paint is positioned on sandy, rocky terrain near a grass-covered dune or hillside. The vehicle is viewed from the rear-left angle and appears to be stationary or navigating off-road terrain. The setting appears to be a coastal or arid environment under clear blue skies."
dvids_3754779.jpg,3754779,"106th Rescue Wing's Initial Response Force trains for rough terrain, recovery",2017-09-10,"WESTHAMPTON BEACH, NEW YORK, US",3936x2624,Photo by Airman 1st Class Daniel Farrell,PUBLIC DOMAIN,https://www.dvidshub.net/image/3754779/106th-rescue-wings-initial-response-force-trains-rough-terrain-recovery,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (Humvee) in olive drab green is navigating a steep grassy hillside terrain. The vehicle appears to be on an off-road training or patrol exercise, tilted at an angle as it crests or descends the hill. At least one occupant is visible through the windshield area."
dvids_3754785.jpg,3754785,"106th Rescue Wing's Initial Response Force trains for rough terrain, recovery",2017-09-10,"WESTHAMPTON BEACH, NEW YORK, US",3936x2624,Photo by Airman 1st Class Daniel Farrell,PUBLIC DOMAIN,https://www.dvidshub.net/image/3754785/106th-rescue-wings-initial-response-force-trains-rough-terrain-recovery,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military-style HMMWV (Humvee) is navigating down a steep grassy hill in an off-road terrain environment. The vehicle appears to be olive/dark green in color with a soft top configuration. The surrounding landscape consists of sandy soil, sparse grass, scrub vegetation, and coniferous trees under a partly cloudy sky."
dvids_49810.jpg,49810,"Camp America, GTMO",2007-07-13,"GUANTANAMO BAY, CU",500x647,,PUBLIC DOMAIN,https://www.dvidshub.net/image/49810/camp-america-gtmo,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (Humvee) in tan/desert paint scheme travels along a dirt road in a tropical or semi-arid mountainous region with visible cacti and green hillsides. A soldier is positioned in the roof turret manning what appears to be an M2 .50 caliber heavy machine gun. The vehicle markings 'E629M1' and 'X-2' are visible on the front bumper. Review subject prominence, occlusion, and view angle before labeling."
dvids_1380031.jpg,1380031,30th ABCT Soldiers navigate Bragg terrain,2014-06-04,"FORT BRAGG, NORTH CAROLINA, US",3249x2174,Photo by Spc. Jaqueline Benton,PUBLIC DOMAIN,https://www.dvidshub.net/image/1380031/30th-abct-soldiers-navigate-bragg-terrain,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (Humvee) is traveling down a sandy dirt road, viewed from the rear. A soldier is positioned in the turret operating what appears to be an M2 .50 caliber machine gun. The vehicle markings indicate it belongs to HHC 1-5-6 and the 30th ASTR unit. Review subject prominence, occlusion, and view angle before labeling."
dvids_1380038.jpg,1380038,30th ABCT Soldiers navigate Bragg terrain,2014-06-04,"FORT BRAGG, NORTH CAROLINA, US",3872x2592,Photo by Spc. Jaqueline Benton,PUBLIC DOMAIN,https://www.dvidshub.net/image/1380038/30th-abct-soldiers-navigate-bragg-terrain,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A tan/desert-colored armored HMMWV (Humvee) is traveling along a dirt road in what appears to be a training environment. A soldier in military uniform and helmet is positioned in the roof-mounted gun turret, manning what appears to be an M2 .50 caliber heavy machine gun. The vehicle is equipped with up-armored doors and ballistic glass windows. Review subject prominence, occlusion, and view angle before labeling."
dvids_3106248.jpg,3106248,Humvee,2017-01-15,"FORT IRWIN, CALIFORNIA, US",5616x3744,Photo by Sgt. Michael Spandau,PUBLIC DOMAIN,https://www.dvidshub.net/image/3106248/humvee,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. The image shows a tan/desert-camouflaged military HMMWV (High Mobility Multipurpose Wheeled Vehicle), commonly known as a Humvee, bearing the number '9164' on its upper body. The vehicle is equipped with multiple antennas, a raised armored turret, and camouflage vegetation on top, suggesting a command or communications role. Several additional military vehicles are visible in the background in an arid, desert terrain environment. Review subject prominence, occlusion, and view angle before labeling."
dvids_6529823.jpg,6529823,Inspecting a Humvee,2021-02-21,"HOHENFELS, BAYERN, DE",6720x4480,Photo by Spc. Esmeralda Cervantes,PUBLIC DOMAIN,https://www.dvidshub.net/image/6529823/inspecting-humvee,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. Two military personnel in camouflage uniforms and face masks are performing maintenance or repair work on a military vehicle, likely a HMMWV (Humvee), with the hood open. One soldier wearing a combat helmet is leaning over the engine compartment while a second soldier observes from behind. The setting appears to be an outdoor field training environment during autumn or late fall conditions. Review subject prominence, occlusion, and view angle before labeling."
dvids_3997844.jpg,3997844,Humvee Preparations,2017-11-23,"FORT IRWIN, CALIFORNIA, US",4858x3239,Photo by Spc. Dana M Clarke,PUBLIC DOMAIN,https://www.dvidshub.net/image/3997844/humvee-preparations,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. Two military personnel are operating in a desert environment alongside a tan/beige HMMWV (Humvee) positioned on a rocky ridge or elevated terrain. One soldier is standing in the turret position atop the vehicle while another is moving down the slope carrying equipment. The background features arid mountains and a partly cloudy sky consistent with a desert training or operational environment. Review subject prominence, occlusion, and view angle before labeling."
dvids_9212946.jpg,9212946,A Humvee pauses in the road.,2004-11-22,IQ,3008x1960,,PUBLIC DOMAIN,https://www.dvidshub.net/image/9212946/humvee-pauses-road,Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A Humvee pauses in the road.
dvids_2238564.jpg,2238564,Marines take on roads in Humvee course,2015-10-15,"MARINE CORPS AIR STATION CHERRY POINT, NORTH CAROLINA, US",5680x3786,Photo by Cpl. Neysa Huertas Quinones,PUBLIC DOMAIN,https://www.dvidshub.net/image/2238564/marines-take-roads-humvee-course,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A close-up ground-level photograph featuring a worn red traffic cone in the foreground with a tan/desert-colored military HMMWV (Humvee) positioned directly behind it. The setting appears to be a paved military installation or training area under clear blue skies. Additional orange traffic cones and military personnel or equipment are visible in the background. Review subject prominence, occlusion, and view angle before labeling."
